wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�
12;małopolskie;1201;bocheński;1201052;gm.w Łapanów;Tarnowski;8197;3693;3550;45,0531;43,3085
30;wielkopolskie;3019;pilski;3019093;gm.m-w. Wysoka;Pilski;6521;2909;2824;44,6097;43,3062
2;dolnośląskie;205;jaworski;205023;gm.m-w. Bolków;Jeleniogórski;10311;4594;4465;44,5544;43,3033
10;łódzkie;1010;piotrkowski;1010052;gm.w Łęki Szlacheckie;Piotrkowski;3405;1540;1474;45,2276;43,2893
2;dolnośląskie;216;polkowicki;216053;gm.m-w. Przemków;Legnicki;8282;3703;3585;44,7114;43,2866
14;mazowieckie;1464;Siedlce;1464011;Siedlce;;77813;34831;33678;44,7624;43,2807
8;lubuskie;810;żagański;810073;gm.m-w. Szprotawa;Zielonogórski;20367;9164;8813;44,9944;43,271
20;podlaskie;2011;sokólski;2011072;gm.w Sidra;Białostocki;3358;1512;1453;45,0268;43,2698
2;dolnośląskie;222;wołowski;222022;gm.w Wińsko;Wrocławski;8212;3662;3553;44,5933;43,266
4;kujawsko-pomorskie;408;lipnowski;408043;gm.m-w. Dobrzyń nad Wisłą;Włocławski;7505;3391;3247;45,1832;43,2645
4;kujawsko-pomorskie;412;rypiński;412042;gm.w Rypin;Włocławski;7533;3354;3259;44,5241;43,263
10;łódzkie;1017;wieluński;1017012;gm.w Biała;Sieradzki;5396;2411;2334;44,6812;43,2543
30;wielkopolskie;3019;pilski;3019052;gm.w Miasteczko Krajeńskie;Pilski;3147;1403;1361;44,5821;43,2475
32;zachodniopomorskie;3205;gryficki;3205012;gm.w Brojce;Szczeciński;3664;1647;1584;44,9509;43,2314
28;warmińsko-mazurskie;2818;gołdapski;2818022;gm.w Dubeninki;Suwalski;2857;1268;1235;44,3822;43,2272
18;podkarpackie;1814;przeworski;1814042;gm.w Jawornik Polski;Przemyski;4406;1947;1904;44,1897;43,2138
16;opolskie;1606;namysłowski;1606012;gm.w Domaszowice;Opolski;3573;1619;1544;45,3121;43,213
6;lubelskie;614;puławski;614102;gm.w Wąwolnica;Lubelski;4569;2044;1974;44,7363;43,2042
14;mazowieckie;1406;grójecki;1406062;gm.w Jasieniec;Radomski;5356;2422;2314;45,2203;43,2039
14;mazowieckie;1402;ciechanowski;1402042;gm.w Gołymin-Ośrodek;Ciechanowski;3709;1657;1602;44,6751;43,1922
28;warmińsko-mazurskie;2807;iławski;2807063;gm.m-w. Susz;Elbląski;12634;5734;5456;45,3855;43,1851
12;małopolskie;1215;suski;1215032;gm.w Budzów;Bielski;8902;3936;3844;44,2148;43,1813
14;mazowieckie;1437;żuromiński;1437013;gm.m-w. Bieżuń;Ciechanowski;4903;2196;2117;44,7889;43,1776
10;łódzkie;1002;kutnowski;1002072;gm.w Łanięta;Płocki;2425;1085;1047;44,7423;43,1753
16;opolskie;1607;nyski;1607092;gm.w Skoroszyce;Opolski;6164;2759;2661;44,7599;43,17
14;mazowieckie;1406;grójecki;1406073;gm.m-w. Mogielnica;Radomski;8579;3875;3702;45,1684;43,1519
6;lubelskie;611;łukowski;611011;Łuków;Siedlecki;29441;13103;12697;44,506;43,1269
12;małopolskie;1202;brzeski;1202023;gm.m-w. Brzesko;;36264;16066;15639;44,3029;43,1254
28;warmińsko-mazurskie;2802;braniewski;2802062;gm.w Płoskinia;Elbląski;2465;1107;1063;44,9087;43,1237
4;kujawsko-pomorskie;406;grudziądzki;406052;gm.w Rogóźno;Toruński;4195;1894;1809;45,149;43,1228
14;mazowieckie;1427;sierpecki;1427042;gm.w Rościszewo;Płocki;4098;1897;1767;46,2909;43,1186
26;świętokrzyskie;2604;kielecki;2604043;gm.m-w. Chmielnik;Kielecki;11170;5028;4816;45,0134;43,1155
14;mazowieckie;1420;płoński;1420043;gm.m-w. Czerwińsk nad Wisłą;Płocki;7608;3453;3280;45,3864;43,1125
30;wielkopolskie;3004;gostyński;3004052;gm.w Piaski;Leszczyński;8613;3831;3712;44,4793;43,0976
30;wielkopolskie;3004;gostyński;3004073;gm.m-w. Poniec;Leszczyński;7715;3428;3324;44,4329;43,0849
24;śląskie;2407;lubliniecki;2407083;gm.m-w. Woźniki;Częstochowski;9568;4250;4119;44,4189;43,0497
16;opolskie;1601;brzeski;1601062;gm.w Olszanka;Opolski;4874;2180;2098;44,7271;43,0447
24;śląskie;2409;myszkowski;2409032;gm.w Niegowa;Częstochowski;5604;2478;2412;44,2184;43,0407
26;świętokrzyskie;2610;skarżyski;2610032;gm.w Łączna;Kielecki;4921;2187;2118;44,4422;43,04
30;wielkopolskie;3011;kościański;3011043;gm.m-w. Krzywiń;Leszczyński;9926;4410;4272;44,4288;43,0385
24;śląskie;2404;częstochowski;2404032;gm.w Janów;Częstochowski;5958;2653;2564;44,5284;43,0346
6;lubelskie;619;włodawski;619082;gm.w Wyryki;Chełmski;2529;1108;1088;43,8118;43,021
24;śląskie;2417;żywiecki;2417052;gm.w Koszarawa;Bielski;2346;1060;1009;45,1833;43,0094
26;świętokrzyskie;2604;kielecki;2604133;gm.m-w. Nowa Słupia;Kielecki;9361;4208;4026;44,9525;43,0082
26;świętokrzyskie;2612;staszowski;2612083;gm.m-w. Szydłów;Kielecki;4590;2069;1974;45,0763;43,0065
28;warmińsko-mazurskie;2808;kętrzyński;2808022;gm.w Barciany;Olsztyński;6030;2717;2593;45,058;43,0017
24;śląskie;2407;lubliniecki;2407022;gm.w Boronów;Częstochowski;3449;1560;1483;45,2305;42,998
8;lubuskie;804;nowosolski;804063;gm.m-w. Nowe Miasteczko;Zielonogórski;5333;2432;2293;45,6029;42,9964
10;łódzkie;1012;radomszczański;1012022;gm.w Dobryszyce;Piotrkowski;4463;1991;1918;44,6112;42,9756
10;łódzkie;1017;wieluński;1017082;gm.w Skomlin;Sieradzki;3267;1432;1404;43,8323;42,9752
14;mazowieckie;1407;kozienicki;1407032;gm.w Gniewoszów;Radomski;3842;1750;1651;45,5492;42,9724
14;mazowieckie;1427;sierpecki;1427072;gm.w Zawidz;Płocki;6513;2923;2797;44,8795;42,9449
6;lubelskie;619;włodawski;619072;gm.w Wola Uhruska;Chełmski;3817;1672;1639;43,804;42,9395
6;lubelskie;609;lubelski;609112;gm.w Niemce;Lubelski;20042;8926;8603;44,5365;42,9249
14;mazowieckie;1415;ostrołęcki;1415042;gm.w Goworowo;Ostrołęcki;8211;3677;3524;44,7814;42,918
30;wielkopolskie;3013;leszczyński;3013072;gm.w Włoszakowice;Leszczyński;9754;4438;4186;45,4993;42,9157
20;podlaskie;2011;sokólski;2011052;gm.w Kuźnica;Białostocki;3890;1702;1669;43,7532;42,9049
6;lubelskie;603;chełmski;603052;gm.w Dubienka;Chełmski;2310;1026;991;44,4156;42,9004
4;kujawsko-pomorskie;408;lipnowski;408052;gm.w Kikół;Włocławski;7050;3243;3022;46;42,8652
20;podlaskie;2011;sokólski;2011083;gm.m-w. Sokółka;Białostocki;25184;11146;10795;44,2583;42,8645
2;dolnośląskie;201;bolesławiecki;201062;gm.w Warta Bolesławiecka;Legnicki;8579;3797;3677;44,2592;42,8605
28;warmińsko-mazurskie;2815;ostródzki;2815063;gm.m-w. Miłakowo;Olsztyński;5372;2382;2302;44,341;42,8518
32;zachodniopomorskie;3213;sławieński;3213042;gm.w Malechowo;Koszaliński;6201;2757;2657;44,4606;42,8479
10;łódzkie;1012;radomszczański;1012132;gm.w Wielgomłyny;Piotrkowski;4510;1975;1932;43,7916;42,8381
2;dolnośląskie;203;głogowski;203022;gm.w Głogów;Legnicki;6845;3050;2932;44,5581;42,8342
10;łódzkie;1012;radomszczański;1012092;gm.w Ładzice;Piotrkowski;4766;2112;2041;44,3139;42,8242
14;mazowieckie;1422;przasnyski;1422072;gm.w Przasnysz;Ostrołęcki;7204;3189;3085;44,2671;42,8234
26;świętokrzyskie;2611;starachowicki;2611032;gm.w Mirzec;Kielecki;8225;3635;3522;44,1945;42,8207
18;podkarpackie;1811;mielecki;1811011;Mielec;;60075;26714;25722;44,4677;42,8165
14;mazowieckie;1429;sokołowski;1429042;gm.w Jabłonna Lacka;Siedlecki;4375;1932;1873;44,16;42,8114
14;mazowieckie;1423;przysuski;1423032;gm.w Klwów;Radomski;3364;1517;1440;45,0951;42,8062
20;podlaskie;2002;białostocki;2002073;gm.m-w. Michałowo;Białostocki;6446;2864;2759;44,4307;42,8017
26;świętokrzyskie;2605;konecki;2605083;gm.m-w. Stąporków;Kielecki;16475;7363;7051;44,692;42,7982
32;zachodniopomorskie;3210;myśliborski;3210052;gm.w Nowogródek Pomorski;Gorzowski;3354;1496;1435;44,6035;42,7847
6;lubelskie;609;lubelski;609052;gm.w Głusk;Lubelski;11981;5325;5125;44,4454;42,7761
16;opolskie;1602;głubczycki;1602033;gm.m-w. Głubczyce;Opolski;22029;9740;9422;44,2144;42,7709
4;kujawsko-pomorskie;402;brodnicki;402082;gm.w Osiek;Toruński;4022;1769;1720;43,9831;42,7648
26;świętokrzyskie;2604;kielecki;2604053;gm.m-w. Daleszyce;Kielecki;15828;7093;6768;44,813;42,7597
16;opolskie;1606;namysłowski;1606052;gm.w Wilków;Opolski;4357;1901;1863;43,6309;42,7588
28;warmińsko-mazurskie;2804;elbląski;2804012;gm.w Elbląg;Elbląski;7593;3373;3246;44,4225;42,7499
6;lubelskie;614;puławski;614062;gm.w Kurów;Lubelski;7608;3366;3252;44,2429;42,7445
10;łódzkie;1015;skierniewicki;1015022;gm.w Głuchów;Skierniewicki;5701;2517;2436;44,1501;42,7293
6;lubelskie;601;bialski;601011;Międzyrzec Podlaski;Bialskopodlaski;16667;7320;7116;43,9191;42,6951
24;śląskie;2415;wodzisławski;2415062;gm.w Gorzyce;Katowicki;21370;9355;9123;43,7763;42,6907
6;lubelskie;609;lubelski;609132;gm.w Wojciechów;Lubelski;5957;2636;2543;44,2505;42,6893
2;dolnośląskie;208;kłodzki;208143;gm.m-w. Szczytna;Wałbrzyski;7185;3167;3066;44,0779;42,6722
22;pomorskie;2206;kościerski;2206072;gm.w Nowa Karczma;Gdański;7057;3147;3011;44,594;42,6669
30;wielkopolskie;3017;ostrowski;3017063;gm.m-w. Raszków;Kaliski;11881;5261;5069;44,2808;42,6648
22;pomorskie;2213;starogardzki;2213093;gm.m-w. Skarszewy;Gdański;14958;6596;6380;44,0968;42,6528
28;warmińsko-mazurskie;2814;olsztyński;2814102;gm.w Purda;Olsztyński;8743;3864;3729;44,1954;42,6513
14;mazowieckie;1434;wołomiński;1434052;gm.w Dąbrówka;Ostrołęcki;8188;3706;3492;45,2614;42,6478
28;warmińsko-mazurskie;2804;elbląski;2804032;gm.w Gronowo Elbląskie;Elbląski;5115;2241;2181;43,8123;42,6393
30;wielkopolskie;3009;kolski;3009043;gm.m-w. Dąbie;Koniński;6251;2768;2663;44,2809;42,6012
10;łódzkie;1009;pajęczański;1009062;gm.w Siemkowice;Sieradzki;4745;2111;2020;44,4889;42,5711
4;kujawsko-pomorskie;417;wąbrzeski;417052;gm.w Ryńsk;Toruński;8574;3810;3650;44,4367;42,5706
14;mazowieckie;1429;sokołowski;1429032;gm.w Ceranów;Siedlecki;2126;944;905;44,4026;42,5682
8;lubuskie;801;gorzowski;801073;gm.m-w. Witnica;Gorzowski;12778;5651;5437;44,2244;42,5497
2;dolnośląskie;210;lubański;210062;gm.w Platerówka;Jeleniogórski;1629;711;693;43,6464;42,5414
10;łódzkie;1012;radomszczański;1012122;gm.w Radomsko;Piotrkowski;5546;2451;2359;44,194;42,5352
2;dolnośląskie;203;głogowski;203052;gm.w Pęcław;Legnicki;2210;976;940;44,1629;42,5339
20;podlaskie;2011;sokólski;2011043;gm.m-w. Krynki;Białostocki;2958;1295;1258;43,7796;42,5287
14;mazowieckie;1420;płoński;1420072;gm.w Naruszewo;Ciechanowski;6298;2800;2678;44,4586;42,5214
18;podkarpackie;1861;Krosno;1861011;Krosno;;45944;20150;19535;43,8577;42,5192
10;łódzkie;1014;sieradzki;1014093;gm.m-w. Warta;Sieradzki;12510;5498;5319;43,9488;42,518
10;łódzkie;1019;zduńskowolski;1019032;gm.w Zapolice;Sieradzki;5243;2302;2229;43,9062;42,5138
22;pomorskie;2209;malborski;2209032;gm.w Lichnowy;Elbląski;4618;2069;1963;44,8029;42,5076
28;warmińsko-mazurskie;2809;lidzbarski;2809053;gm.m-w. Orneta;Elbląski;11816;5283;5020;44,7106;42,4848
10;łódzkie;1018;wieruszowski;1018032;gm.w Galewice;Kaliski;6096;2659;2588;43,6188;42,4541
30;wielkopolskie;3017;ostrowski;3017033;gm.m-w. Odolanów;Kaliski;14674;6425;6218;43,7849;42,3743
6;lubelskie;609;lubelski;609033;gm.m-w. Bychawa;Lubelski;11532;5046;4886;43,7565;42,3691
14;mazowieckie;1416;ostrowski;1416052;gm.w Małkinia Górna;Ostrołęcki;11546;5116;4891;44,3097;42,361
28;warmińsko-mazurskie;2814;olsztyński;2814063;gm.m-w. Jeziorany;Olsztyński;7601;3366;3216;44,2836;42,3102
14;mazowieckie;1420;płoński;1420032;gm.w Baboszewo;Ciechanowski;7913;3462;3348;43,7508;42,3101
6;lubelskie;617;świdnicki;617033;gm.m-w. Piaski;Lubelski;10467;4663;4428;44,5495;42,3044
10;łódzkie;1003;łaski;1003012;gm.w Buczek;Sieradzki;5095;2253;2155;44,2198;42,2964
10;łódzkie;1015;skierniewicki;1015042;gm.w Kowiesy;Skierniewicki;2880;1264;1218;43,8889;42,2917
22;pomorskie;2212;słupski;2212053;gm.m-w. Kępice;Słupski;8941;3895;3780;43,5634;42,2772
28;warmińsko-mazurskie;2815;ostródzki;2815092;gm.w Ostróda;Olsztyński;16094;7102;6804;44,1282;42,2766
22;pomorskie;2206;kościerski;2206082;gm.w Stara Kiszewa;Gdański;6826;2997;2885;43,9057;42,2649
2;dolnośląskie;206;karkonoski;206052;gm.w Janowice Wielkie;Jeleniogórski;4274;1874;1806;43,8465;42,2555
24;śląskie;2404;częstochowski;2404142;gm.w Przyrów;Częstochowski;3737;1647;1579;44,0728;42,2531
14;mazowieckie;1413;mławski;1413052;gm.w Strzegowo;Ciechanowski;7415;3290;3133;44,3695;42,2522
10;łódzkie;1009;pajęczański;1009032;gm.w Nowa Brzeźnica;Częstochowski;4535;1966;1916;43,3517;42,2492
24;śląskie;2413;tarnogórski;2413082;gm.w Tworóg;Katowicki;8282;3591;3499;43,3591;42,2482
22;pomorskie;2215;wejherowski;2215092;gm.w Szemud;Gdański;18620;8186;7866;43,9635;42,2449
14;mazowieckie;1427;sierpecki;1427022;gm.w Gozdowo;Płocki;5933;2602;2506;43,8564;42,2383
2;dolnośląskie;214;oleśnicki;214053;gm.m-w. Międzybórz;Kaliski;5100;2226;2154;43,6471;42,2353
2;dolnośląskie;211;lubiński;211032;gm.w Rudna;Legnicki;7793;3453;3291;44,309;42,2302
4;kujawsko-pomorskie;408;lipnowski;408073;gm.m-w. Skępe;Włocławski;7470;3295;3154;44,1098;42,2222
24;śląskie;2415;wodzisławski;2415082;gm.w Marklowice;Katowicki;5417;2365;2287;43,6589;42,2189
28;warmińsko-mazurskie;2806;giżycki;2806062;gm.w Miłki;Suwalski;3703;1596;1563;43,1002;42,209
16;opolskie;1606;namysłowski;1606042;gm.w Świerczów;Opolski;3259;1417;1375;43,4796;42,1909
10;łódzkie;1016;tomaszowski;1016102;gm.w Ujazd;Piotrkowski;7706;3391;3251;44,0047;42,1879
14;mazowieckie;1401;białobrzeski;1401032;gm.w Radzanów;Radomski;3883;1722;1638;44,3472;42,1839
10;łódzkie;1016;tomaszowski;1016082;gm.w Rzeczyca;Piotrkowski;4609;2013;1944;43,6754;42,1783
20;podlaskie;2013;wysokomazowiecki;2013093;gm.m-w. Szepietowo;Łomżyński;6840;2986;2884;43,655;42,1637
18;podkarpackie;1805;jasielski;1805011;Jasło;;34542;14961;14564;43,3125;42,1632
26;świętokrzyskie;2612;staszowski;2612062;gm.w Rytwiany;Tarnobrzeski;6340;2790;2673;44,0063;42,1609
16;opolskie;1601;brzeski;1601043;gm.m-w. Lewin Brzeski;Opolski;12844;5600;5412;43,6001;42,1364
6;lubelskie;604;hrubieszowski;604082;gm.w Werbkowice;Zamojski;9121;3990;3842;43,7452;42,1226
26;świętokrzyskie;2604;kielecki;2604012;gm.w Bieliny;Kielecki;10260;4507;4321;43,9279;42,115
4;kujawsko-pomorskie;402;brodnicki;402042;gm.w Brzozie;Toruński;3828;1709;1612;44,6447;42,1108
6;lubelskie;609;lubelski;609102;gm.w Niedrzwica Duża;Lubelski;11893;5179;5008;43,5466;42,1088
2;dolnośląskie;219;świdnicki;219032;gm.w Dobromierz;Wałbrzyski;5173;2238;2178;43,2631;42,1032
30;wielkopolskie;3004;gostyński;3004042;gm.w Pępowo;Leszczyński;5938;2575;2500;43,3648;42,1017
28;warmińsko-mazurskie;2814;olsztyński;2814033;gm.m-w. Dobre Miasto;Olsztyński;15723;6910;6619;43,9484;42,0976
32;zachodniopomorskie;3209;koszaliński;3209073;gm.m-w. Sianów;Koszaliński;13852;6049;5829;43,6688;42,0806
6;lubelskie;606;krasnostawski;606072;gm.w Łopiennik Górny;Chełmski;3837;1700;1614;44,3054;42,0641
30;wielkopolskie;3020;pleszewski;3020042;gm.w Gizałki;Kaliski;4591;2033;1931;44,2823;42,0606
32;zachodniopomorskie;3208;kołobrzeski;3208052;gm.w Rymań;Koszaliński;3904;1724;1642;44,1598;42,0594
10;łódzkie;1012;radomszczański;1012082;gm.w Lgota Wielka;Piotrkowski;4262;1861;1792;43,6649;42,046
28;warmińsko-mazurskie;2813;olecki;2813043;gm.m-w. Olecko;Suwalski;21957;9563;9230;43,5533;42,0367
26;świętokrzyskie;2603;kazimierski;2603053;gm.m-w. Skalbmierz;Kielecki;6386;2810;2684;44,0025;42,0294
26;świętokrzyskie;2604;kielecki;2604153;gm.m-w. Pierzchnica;Kielecki;4636;2054;1947;44,3054;41,9974
6;lubelskie;612;opolski;612032;gm.w Karczmiska;Lubelski;5487;2402;2304;43,7762;41,9902
14;mazowieckie;1415;ostrołęcki;1415102;gm.w Rzekuń;Ostrołęcki;10963;4784;4603;43,6377;41,9867
14;mazowieckie;1404;gostyniński;1404043;gm.m-w. Sanniki;Płocki;5972;2610;2507;43,704;41,9792
14;mazowieckie;1429;sokołowski;1429062;gm.w Repki;Siedlecki;5091;2213;2137;43,4689;41,976
6;lubelskie;612;opolski;612053;gm.m-w. Opole Lubelskie;Lubelski;16980;7376;7126;43,4393;41,967
20;podlaskie;2063;Suwałki;2063011;Suwałki;;69639;30221;29223;43,3967;41,9636
10;łódzkie;1004;łęczycki;1004042;gm.w Grabów;Koniński;5829;2557;2446;43,8669;41,9626
10;łódzkie;1007;opoczyński;1007012;gm.w Białaczów;Piotrkowski;5723;2483;2401;43,3863;41,9535
2;dolnośląskie;226;złotoryjski;226043;gm.m-w. Świerzawa;Jeleniogórski;7484;3277;3139;43,7867;41,9428
20;podlaskie;2062;Łomża;2062011;Łomża;;62573;27066;26236;43,2551;41,9286
6;lubelskie;618;tomaszowski;618063;gm.m-w. Łaszczów;Zamojski;5915;2590;2480;43,787;41,9273
28;warmińsko-mazurskie;2812;nowomiejski;2812022;gm.w Biskupiec;Toruński;9319;4068;3907;43,6528;41,9251
14;mazowieckie;1433;węgrowski;1433072;gm.w Sadowne;Siedlecki;5789;2526;2427;43,6345;41,9243
14;mazowieckie;1407;kozienicki;1407042;gm.w Grabów nad Pilicą;Radomski;3919;1692;1643;43,1743;41,924
28;warmińsko-mazurskie;2802;braniewski;2802072;gm.w Wilczęta;Elbląski;2935;1260;1230;42,9302;41,908
24;śląskie;2405;gliwicki;2405073;gm.m-w. Toszek;Katowicki;9361;4065;3923;43,4248;41,9079
6;lubelskie;607;kraśnicki;607011;Kraśnik;;33917;14817;14211;43,6861;41,8993
28;warmińsko-mazurskie;2811;nidzicki;2811032;gm.w Kozłowo;Olsztyński;5924;2623;2482;44,2775;41,8974
12;małopolskie;1201;bocheński;1201032;gm.w Drwinia;Krakowski;6494;2831;2720;43,5941;41,8848
4;kujawsko-pomorskie;417;wąbrzeski;417022;gm.w Dębowa Łąka;Toruński;3154;1379;1321;43,7223;41,8833
10;łódzkie;1015;skierniewicki;1015032;gm.w Godzianów;Skierniewicki;2665;1186;1116;44,5028;41,8762
14;mazowieckie;1434;wołomiński;1434062;gm.w Jadów;Siedlecki;7433;3263;3110;43,8988;41,8404
12;małopolskie;1201;bocheński;1201022;gm.w Bochnia;Tarnowski;20152;8713;8431;43,2364;41,837
16;opolskie;1605;krapkowicki;1605013;gm.m-w. Gogolin;Opolski;12628;5404;5283;42,7938;41,8356
26;świętokrzyskie;2604;kielecki;2604142;gm.w Piekoszów;Kielecki;16433;7125;6874;43,3579;41,8305
14;mazowieckie;1404;gostyniński;1404022;gm.w Gostynin;Płocki;11957;5201;5000;43,4975;41,8165
14;mazowieckie;1409;lipski;1409063;gm.m-w. Solec nad Wisłą;Radomski;4791;2055;2003;42,8929;41,8076
10;łódzkie;1018;wieruszowski;1018052;gm.w Łubnice;Kaliski;4015;1720;1678;42,8394;41,7933
12;małopolskie;1216;tarnowski;1216092;gm.w Tarnów;Tarnowski;26224;11335;10959;43,2238;41,79
2;dolnośląskie;210;lubański;210042;gm.w Lubań;Jeleniogórski;6569;2840;2745;43,2334;41,7872
2;dolnośląskie;211;lubiński;211043;gm.m-w. Ścinawa;Legnicki;9872;4323;4124;43,7905;41,7747
32;zachodniopomorskie;3218;łobeski;3218053;gm.m-w. Węgorzyno;Szczeciński;6856;3035;2864;44,2678;41,7736
26;świętokrzyskie;2610;skarżyski;2610042;gm.w Skarżysko Kościelne;Kielecki;5951;2580;2485;43,3541;41,7577
6;lubelskie;604;hrubieszowski;604042;gm.w Hrubieszów;Zamojski;9881;4295;4125;43,4673;41,7468
14;mazowieckie;1416;ostrowski;1416112;gm.w Zaręby Kościelne;Łomżyński;3598;1550;1502;43,0795;41,7454
18;podkarpackie;1817;sanocki;1817011;Sanok;;36999;15913;15445;43,0093;41,7444
10;łódzkie;1007;opoczyński;1007072;gm.w Sławno;Piotrkowski;7645;3327;3191;43,5186;41,7397
12;małopolskie;1209;myślenicki;1209082;gm.w Tokarnia;Krakowski;8860;3825;3698;43,1716;41,7381
10;łódzkie;1013;rawski;1013023;gm.m-w. Biała Rawska;Skierniewicki;11239;4943;4690;43,9808;41,7297
28;warmińsko-mazurskie;2813;olecki;2813032;gm.w Kowale Oleckie;Suwalski;4933;2130;2058;43,1786;41,719
6;lubelskie;601;bialski;601162;gm.w Terespol;Bialskopodlaski;6594;2813;2750;42,66;41,7046
6;lubelskie;614;puławski;614022;gm.w Baranów;Lubelski;3830;1680;1597;43,8642;41,6971
14;mazowieckie;1416;ostrowski;1416022;gm.w Andrzejewo;Łomżyński;4022;1764;1677;43,8588;41,6957
22;pomorskie;2212;słupski;2212022;gm.w Damnica;Słupski;6080;2619;2535;43,0757;41,6941
18;podkarpackie;1816;rzeszowski;1816092;gm.w Krasne;Rzeszowski;11809;5091;4923;43,1112;41,6885
28;warmińsko-mazurskie;2807;iławski;2807032;gm.w Iława;Olsztyński;13073;5664;5449;43,3259;41,6813
16;opolskie;1609;opolski;1609092;gm.w Popielów;Opolski;7969;3429;3318;43,0292;41,6363
18;podkarpackie;1803;dębicki;1803011;Dębica;;45189;19480;18815;43,1078;41,6362
32;zachodniopomorskie;3218;łobeski;3218013;gm.m-w. Dobra;Szczeciński;4353;1900;1812;43,6481;41,6265
30;wielkopolskie;3009;kolski;3009052;gm.w Grzegorzew;Koniński;5665;2417;2358;42,6655;41,624
30;wielkopolskie;3010;koniński;3010062;gm.w Krzymów;Koniński;8154;3534;3394;43,3407;41,6237
22;pomorskie;2201;bytowski;2201082;gm.w Studzienice;Słupski;3788;1631;1576;43,057;41,6051
14;mazowieckie;1403;garwoliński;1403042;gm.w Garwolin;Siedlecki;13371;5786;5563;43,2728;41,605
30;wielkopolskie;3008;kępiński;3008052;gm.w Perzów;Kaliski;3765;1609;1566;42,7357;41,5936
4;kujawsko-pomorskie;402;brodnicki;402073;gm.m-w. Jabłonowo Pomorskie;Toruński;8845;3841;3678;43,4257;41,5828
16;opolskie;1610;prudnicki;1610032;gm.w Lubrza;Opolski;4283;1820;1780;42,4936;41,5597
28;warmińsko-mazurskie;2802;braniewski;2802022;gm.w Braniewo;Elbląski;6013;2601;2498;43,2563;41,5433
14;mazowieckie;1433;węgrowski;1433042;gm.w Liw;Siedlecki;7325;3149;3043;42,9898;41,5427
32;zachodniopomorskie;3214;stargardzki;3214102;gm.w Stargard;Szczeciński;14133;6074;5871;42,9774;41,5411
4;kujawsko-pomorskie;408;lipnowski;408092;gm.w Wielgie;Włocławski;6712;2895;2788;43,1317;41,5375
14;mazowieckie;1433;węgrowski;1433053;gm.m-w. Łochów;Siedlecki;17873;7814;7422;43,7196;41,5263
22;pomorskie;2212;słupski;2212072;gm.w Potęgowo;Słupski;6821;2965;2831;43,4687;41,5042
14;mazowieckie;1433;węgrowski;1433082;gm.w Stoczek;Siedlecki;4923;2127;2043;43,2054;41,4991
10;łódzkie;1007;opoczyński;1007032;gm.w Mniszków;Piotrkowski;4750;2069;1971;43,5579;41,4947
12;małopolskie;1211;nowotarski;1211011;Nowy Targ;;33257;14191;13799;42,6707;41,492
12;małopolskie;1201;bocheński;1201042;gm.w Lipnica Murowana;Tarnowski;5642;2424;2340;42,9635;41,4747
6;lubelskie;615;radzyński;615011;Radzyń Podlaski;Bialskopodlaski;15428;6585;6398;42,6821;41,4701
24;śląskie;2411;raciborski;2411042;gm.w Krzyżanowice;Katowicki;11185;4745;4634;42,4229;41,4305
6;lubelskie;601;bialski;601052;gm.w Janów Podlaski;Bialskopodlaski;5257;2243;2178;42,6669;41,4305
20;podlaskie;2001;augustowski;2001062;gm.w Płaska;Suwalski;2590;1112;1073;42,9344;41,4286
20;podlaskie;2002;białostocki;2002032;gm.w Dobrzyniewo Duże;Białostocki;9619;4110;3984;42,7279;41,418
32;zachodniopomorskie;3203;drawski;3203013;gm.m-w. Czaplinek;Koszaliński;11740;5031;4862;42,8535;41,414
2;dolnośląskie;202;dzierżoniowski;202073;gm.m-w. Niemcza;Wałbrzyski;5411;2326;2239;42,9865;41,3787
6;lubelskie;620;zamojski;620072;gm.w Nielisz;Zamojski;5387;2343;2229;43,4936;41,3774
6;lubelskie;606;krasnostawski;606022;gm.w Fajsławice;Lubelski;4549;1925;1882;42,317;41,3717
6;lubelskie;609;lubelski;609142;gm.w Wólka;Lubelski;12746;5450;5273;42,7585;41,3698
6;lubelskie;617;świdnicki;617022;gm.w Mełgiew;Lubelski;10022;4304;4146;42,9455;41,369
